vel_x, vel_y, vel_z, omega_x, omega_y, omega_z, RF_HAA_pos, RF_HFE_pos, RF_KFE_pos, LF_HAA_pos, LF_HFE_pos, LF_KFE_pos, RH_HAA_pos, RH_HFE_pos, RH_KFE_pos, LH_HAA_pos, LH_HFE_pos, LH_KFE_pos, RF_HAA_vel, RF_HFE_vel, RF_KFE_vel, LF_HAA_vel, LF_HFE_vel, LF_KFE_vel, RH_HAA_vel, RH_HFE_vel, RH_KFE_vel, LH_HAA_vel, LH_HFE_vel, LH_KFE_vel, RF_HAA_pos, RF_HFE_pos, RF_KFE_pos, LF_HAA_pos, LF_HFE_pos, LF_KFE_pos, RH_HAA_pos, RH_HFE_pos, RH_KFE_pos, LH_HAA_pos, LH_HFE_pos, LH_KFE_pos
0.061823, -0.031944, 0.053947, -0.103041, 0.104265, -0.004686, 0.097, 0.1155, 0.178413, -0.054392, -0.375092, 0.68054, 0.133244, -0.321413, 0.611365, -0.159548, 0.140277, 0.179518, -1.935005, -1.575831, 3.327484, 0.190749, -0.086657, 0.186307, 0.159327, -0.30902, 0.493536, 1.999232, -2.406948, 3.052838, 0.137264, 0.118333, 0.151575, -0.060118, -0.376437, 0.677725, 0.126848, -0.323264, 0.608515, -0.203732, 0.12421, 0.136913
0.051883, -0.045543, 0.114357, -0.362782, 0.23322, -0.03056, 0.062647, 0.060344, 0.258903, -0.046905, -0.377839, 0.682889, 0.139294, -0.334056, 0.628013, -0.117548, 0.074123, 0.256932, -1.640427, -3.931749, 4.271401, 0.43093, -0.195562, 0.112211, 0.328241, -0.8495, 1.060847, 1.942167, -3.773232, 4.704147, 0.105786, 0.085869, 0.178941, -0.054679, -0.374769, 0.680555, 0.132818, -0.320346, 0.610191, -0.166509, 0.129741, 0.190025
0.031887, -0.052414, 0.152193, 0.082994, 0.381031, -0.012959, 0.031657, -0.02679, 0.345234, -0.043012, -0.384653, 0.686901, 0.141184, -0.353882, 0.650963, -0.089381, -0.017025, 0.354593, -1.25146, -4.418619, 4.374052, 0.059871, -0.448376, 0.231421, -0.062787, -1.163218, 1.244844, 1.061107, -5.358415, 4.677035, 0.07224, 0.05071, 0.262817, -0.04762, -0.377004, 0.683397, 0.138688, -0.330322, 0.624033, -0.126697, 0.050737, 0.251519
0.004899, -0.066699, 0.166863, -0.012334, 0.425533, -0.021154, 0.019126, -0.120629, 0.420875, -0.039921, -0.394054, 0.69003, 0.141899, -0.379839, 0.67843, -0.072762, -0.126964, 0.439442, -0.22176, -5.037121, 2.932912, 0.136882, -0.501684, 0.139217, 0.001491, -1.362074, 1.414995, 0.460139, -5.364143, 3.866826, 0.043001, -0.047422, 0.334752, -0.043121, -0.38284, 0.687072, 0.141324, -0.348393, 0.645622, -0.095486, -0.022884, 0.351974
-0.025368, -0.081473, 0.155951, 0.408355, 0.471348, -0.029379, 0.022629, -0.217564, 0.451432, -0.041027, -0.405563, 0.693857, 0.137891, -0.406876, 0.704874, -0.074047, -0.234911, 0.497646, 0.613191, -4.517945, 0.294137, -0.194862, -0.631333, 0.21054, -0.330646, -1.333293, 1.23255, -0.383513, -5.543169, 1.879977, 0.030415, -0.126814, 0.407844, -0.040198, -0.392027, 0.690834, 0.142112, -0.372909, 0.671786, -0.07672, -0.141828, 0.424852
-0.023839, -0.085199, 0.090025, 0.156341, 0.295179, -0.059983, 0.034803, -0.338437, 0.552442, -0.046031, -0.413168, 0.686422, 0.13983, -0.420539, 0.70988, -0.091883, -0.358281, 0.586914, 0.822498, -7.988126, 12.351403, -0.392912, 0.298866, -1.568716, 0.514186, 0.425047, -1.37867, -1.261905, -6.632267, 8.030827, 0.059634, -0.23282, 0.409053, -0.041061, -0.403163, 0.694617, 0.138609, -0.3995, 0.698264, -0.051628, -0.258275, 0.48853
-0.02789, -0.053398, -0.137662, -0.152079, 0.039342, -0.154943, 0.054063, -0.414448, 0.670712, -0.058577, -0.379668, 0.618392, 0.153259, -0.384332, 0.63752, -0.127139, -0.461809, 0.733856, -0.398376, 0.973504, 0.095576, -0.646864, 3.019229, -4.763969, 1.143441, 3.200902, -5.543284, -0.256881, 0.310493, -0.791834, 0.030569, -0.297694, 0.494696, -0.048325, -0.3944, 0.677318, 0.138543, -0.407125, 0.693989, -0.086754, -0.324775, 0.54971
0.046975, -0.033999, -0.149709, 0.215807, -0.131881, -0.144153, 0.055889, -0.402553, 0.664677, -0.081412, -0.298132, 0.502075, 0.176891, -0.3017, 0.513483, -0.119278, -0.444082, 0.72418, 0.001486, 0.4819, -0.604517, -1.846005, 4.869448, -6.598969, 0.874901, 4.945447, -6.608662, -0.351011, 0.715978, -0.777151, 0.062537, -0.418342, 0.672313, -0.060727, -0.359443, 0.604525, 0.150746, -0.366706, 0.635229, -0.114509, -0.453215, 0.73306
0.065805, -0.015293, -0.163933, 0.119795, -0.314434, -0.137456, 0.054286, -0.390918, 0.65624, -0.11948, -0.187892, 0.371744, 0.195833, -0.189512, 0.377467, -0.126031, -0.424758, 0.706117, -0.010901, 0.548465, -0.237189, -1.725828, 6.036986, -6.14404, 1.093018, 6.022446, -6.845653, -0.266399, 1.239078, -1.129513, 0.056556, -0.404169, 0.664635, -0.077178, -0.281274, 0.502086, 0.17614, -0.294686, 0.510642, -0.118383, -0.448594, 0.728473
0.069956, 0.000241, -0.16091, 0.022479, -0.441138, -0.125825, 0.05482, -0.380097, 0.65398, -0.148455, -0.065745, 0.258575, 0.21611, -0.06444, 0.252737, -0.131167, -0.396683, 0.680882, 0.077683, 0.508834, 0.01432, -1.084734, 5.915261, -5.233311, 0.913716, 6.366578, -5.406859, -0.217282, 1.521579, -1.357145, 0.054769, -0.39325, 0.655797, -0.11398, -0.186831, 0.369294, 0.194955, -0.182715, 0.382969, -0.125271, -0.431268, 0.712251
0.097675, -0.004052, -0.131277, -0.186988, -0.421678, -0.125462, 0.059553, -0.369743, 0.65681, -0.158788, 0.044361, 0.173605, 0.228097, 0.049681, 0.163539, -0.132492, -0.364794, 0.654948, 0.260496, 0.408369, 0.228861, -0.060424, 5.065736, -3.108222, 0.14164, 4.740284, -3.643245, -0.011719, 1.482653, -1.235117, 0.054332, -0.382188, 0.653641, -0.145785, -0.066089, 0.264978, 0.214576, -0.077361, 0.252853, -0.130729, -0.403863, 0.687855
0.126832, -0.002461, -0.073999, 0.064584, -0.347562, -0.07808, 0.061284, -0.362188, 0.661658, -0.151486, 0.120184, 0.138441, 0.215326, 0.121613, 0.120731, -0.135522, -0.339064, 0.635536, -0.009004, 0.343088, 0.295153, 0.866982, 2.297319, -0.656271, -1.219418, 2.617489, -0.449996, -0.183783, 1.116933, -0.710272, 0.054883, -0.380125, 0.655152, -0.156592, 0.033088, 0.20241, 0.224148, -0.020291, 0.158475, -0.131772, -0.399613, 0.68726
0.174319, -0.012621, -0.000435, 0.004079, -0.203778, -0.0295, 0.061989, -0.35606, 0.66999, -0.123915, 0.135371, 0.151607, 0.182639, 0.144025, 0.143829, -0.137293, -0.320534, 0.627352, -0.041078, 0.184517, 0.514464, 1.659951, -0.5089, 1.889618, -1.992238, -0.331708, 2.372018, -0.09187, 0.685636, -0.145457, 0.059802, -0.366041, 0.661274, -0.161415, 0.057417, 0.15043, 0.221254, 0.085155, 0.149875, -0.133814, -0.354573, 0.650513
0.230608, -0.028876, 0.071982, 0.01843, -0.052796, -0.004897, 0.062561, -0.352098, 0.680917, -0.089911, 0.100712, 0.212582, 0.138075, 0.108663, 0.216263, -0.1372, -0.31172, 0.631874, -0.03375, 0.08126, 0.623843, 1.677206, -2.755217, 4.006323, -2.35882, -3.00726, 4.749559, 0.053299, 0.1792, 0.499251, 0.061912, -0.356251, 0.669244, -0.134149, 0.113557, 0.160914, 0.18822, 0.120931, 0.152657, -0.136901, -0.322606, 0.629007
0.266953, -0.040555, 0.129348, 0.018991, 0.083153, -0.003075, 0.063004, -0.351002, 0.693819, -0.060503, 0.028276, 0.303944, 0.093967, 0.029135, 0.323499, -0.135939, -0.312317, 0.647355, -0.019559, -0.014293, 0.68717, 1.240737, -4.301805, 4.871111, -2.010325, -4.723176, 5.695852, 0.046767, -0.197179, 1.001031, 0.062602, -0.35147, 0.680037, -0.100805, 0.080107, 0.214476, 0.146107, 0.088691, 0.217365, -0.137093, -0.311053, 0.630703
0.292252, -0.048652, 0.162346, 0.118879, 0.198144, 0.000503, 0.062981, -0.350886, 0.706888, -0.043979, -0.067031, 0.398632, 0.060259, -0.074515, 0.434108, -0.134549, -0.320177, 0.672179, -0.104141, -0.030047, 0.638247, 0.417537, -5.071468, 4.424152, -1.383979, -5.470738, 5.193713, 0.04199, -0.568523, 1.425994, 0.063304, -0.349485, 0.692999, -0.07127, 0.011741, 0.298395, 0.102063, 0.014249, 0.317165, -0.135808, -0.309096, 0.643932
0.307914, -0.050353, 0.169559, 0.380954, 0.310711, 0.02886, 0.059272, -0.350259, 0.71736, -0.046381, -0.17167, 0.470964, 0.039178, -0.185545, 0.520079, -0.135961, -0.335013, 0.704753, -0.329356, 0.075469, 0.413637, -0.616333, -5.303847, 2.671748, -0.761649, -5.515656, 3.240668, -0.150728, -0.911357, 1.804751, 0.065838, -0.342526, 0.703988, -0.087948, -0.137103, 0.371249, 0.093035, -0.13614, 0.403105, -0.132761, -0.299246, 0.650489
0.337848, -0.054247, 0.134092, 0.290419, 0.327204, 0.079622, 0.051043, -0.346351, 0.722137, -0.067775, -0.274954, 0.50554, 0.033119, -0.289472, 0.565479, -0.140801, -0.353579, 0.740405, -0.025086, 0.345848, -0.277095, -1.021584, -5.184801, 3.831087, 0.178707, -5.614926, 5.896003, -0.079525, -0.643616, 0.933654, 0.061139, -0.348354, 0.718129, -0.053243, -0.182012, 0.451126, 0.04696, -0.192824, 0.500261, -0.134726, -0.328074, 0.698337
0.401633, -0.064728, -0.066632, 0.155222, -0.174903, 0.177476, 0.061066, -0.32218, 0.684844, -0.101376, -0.373411, 0.714577, 0.048892, -0.367547, 0.744476, -0.144779, -0.337757, 0.704526, 0.819334, 2.201933, -3.442213, -2.689489, -3.948963, 13.698059, 0.070044, 1.419285, 0.01058, -0.40293, 2.260823, -4.200258, 0.056204, -0.345604, 0.711771, -0.062155, -0.246771, 0.498237, 0.032477, -0.259696, 0.550827, -0.140672, -0.350324, 0.723594
0.502766, -0.042981, -0.122922, -0.428893, -0.140032, 0.154468, 0.09283, -0.259782, 0.581198, -0.097798, -0.355165, 0.729135, 0.055092, -0.344712, 0.750088, -0.152971, -0.275756, 0.588898, 1.973576, 3.901386, -6.242352, 0.530146, 1.048825, 0.111885, 0.734859, 1.263224, -0.023514, -0.759752, 4.04798, -7.059015, 0.065236, -0.309625, 0.667463, -0.088985, -0.346651, 0.644575, 0.044192, -0.368661, 0.744441, -0.147251, -0.328208, 0.691321
0.565131, -0.035618, -0.141343, -0.436905, -0.329697, 0.132657, 0.134641, -0.168218, 0.447247, -0.089226, -0.332251, 0.734519, 0.068192, -0.313604, 0.746251, -0.174664, -0.179573, 0.438211, 2.146936, 5.084766, -6.846485, 0.400666, 1.221734, 0.414346, 0.689047, 1.82377, -0.298858, -1.279862, 5.393672, -7.708145, 0.090701, -0.24866, 0.574562, -0.101183, -0.356933, 0.728768, 0.053023, -0.348177, 0.753061, -0.155549, -0.26939, 0.586666
0.61626, -0.027235, -0.151472, -0.36671, -0.44085, 0.122313, 0.174407, -0.06087, 0.315191, -0.081621, -0.307749, 0.74612, 0.080831, -0.273736, 0.739279, -0.2027, -0.064805, 0.289286, 1.783216, 5.48495, -6.235434, 0.422482, 1.185139, 0.740772, 0.6355, 2.123145, -0.372707, -1.436904, 5.901086, -7.038617, 0.13112, -0.162538, 0.445515, -0.090687, -0.334654, 0.734496, 0.066798, -0.319496, 0.751609, -0.175489, -0.176619, 0.439491
0.660292, -0.019953, -0.136259, -0.233263, -0.447078, 0.113924, 0.201228, 0.044033, 0.206067, -0.076079, -0.284043, 0.763391, 0.091629, -0.230964, 0.733466, -0.228221, 0.047699, 0.165181, 0.892854, 4.860288, -4.614926, 0.22808, 1.133865, 0.996455, 0.507305, 2.121718, -0.180553, -1.019843, 5.159939, -5.305281, 0.171165, -0.062334, 0.317542, -0.082247, -0.310054, 0.745962, 0.079734, -0.28075, 0.745635, -0.202104, -0.06913, 0.292515
0.720129, -0.008497, -0.093068, -0.155004, -0.366452, 0.086956, 0.207512, 0.12347, 0.137907, -0.072899, -0.262282, 0.785903, 0.100004, -0.191422, 0.735491, -0.237897, 0.131178, 0.086335, -0.24588, 2.979779, -2.217864, 0.136286, 0.992147, 1.271068, 0.332215, 1.777058, 0.337075, 0.053302, 3.077471, -2.553467, 0.201392, 0.033008, 0.210533, -0.075955, -0.285915, 0.763102, 0.090898, -0.237891, 0.739695, -0.227325, 0.036018, 0.171268
0.786268, 0.000491, -0.022638, -0.039526, -0.208592, 0.032835, 0.189337, 0.153723, 0.124589, -0.070979, -0.244981, 0.814844, 0.105032, -0.161532, 0.749892, -0.224366, 0.16023, 0.069733, -1.462486, 0.115018, 0.752645, 0.029614, 0.74622, 1.61889, 0.162876, 1.207227, 1.091779, 1.189264, -0.113732, 0.73305, 0.210728, 0.10341, 0.14648, -0.072369, -0.263548, 0.785436, 0.099749, -0.196869, 0.740241, -0.239482, 0.110753, 0.094821
0.844208, 0.006694, 0.05566, 0.00087, -0.014517, -0.011113, 0.153701, 0.125606, 0.165592, -0.070254, -0.233067, 0.85044, 0.106468, -0.145565, 0.780948, -0.192592, 0.12599, 0.114441, -1.99538, -2.715394, 3.074992, -0.010433, 0.466415, 1.928321, -0.009566, 0.43126, 1.961321, 1.83188, -3.06896, 3.49466, 0.196832, 0.128212, 0.132013, -0.07043, -0.245215, 0.81391, 0.10519, -0.16431, 0.752136, -0.228616, 0.138404, 0.078319
0.882448, 0.010728, 0.125365, 0.052564, 0.219502, -0.021549, 0.113442, 0.047386, 0.241908, -0.070566, -0.227031, 0.891397, 0.104941, -0.145739, 0.829707, -0.153884, 0.037903, 0.204421, -1.976088, -4.887641, 4.337964, -0.056553, 0.171517, 2.127876, -0.127109, -0.418555, 2.850136, 1.988572, -5.549011, 5.25888, 0.163145, 0.101068, 0.168155, -0.069879, -0.23233, 0.849242, 0.106824, -0.145065, 0.780134, -0.198277, 0.1036, 0.117305
0.892172, 0.00957, 0.174836, 0.002594, 0.50363, 0.004033, 0.078463, -0.06793, 0.331363, -0.070889, -0.22617, 0.933222, 0.102922, -0.164053, 0.89629, -0.114939, -0.092816, 0.318182, -1.545554, -6.493909, 4.433442, -0.006619, -0.046443, 2.057834, -0.103884, -1.381004, 3.775768, 1.869997, -7.345033, 5.952855, 0.123505, 0.023896, 0.237584, -0.070404, -0.22535, 0.890349, 0.10538, -0.141839, 0.825984, -0.159762, 0.018976, 0.200955
0.882202, 0.004669, 0.200633, -0.09441, 0.869386, 0.044826, 0.053742, -0.210025, 0.410487, -0.069985, -0.228597, 0.970952, 0.101746, -0.203191, 0.982477, -0.078832, -0.256791, 0.437868, -0.953951, -7.612432, 3.396812, 0.099969, -0.16712, 1.668628, 0.000467, -2.514321, 4.802129, 1.782167, -8.974373, 5.941629, 0.087839, -0.088612, 0.320853, -0.071254, -0.223931, 0.933296, 0.102948, -0.156691, 0.889817, -0.119054, -0.112133, 0.308176
0.809758, -0.027427, 0.158918, -0.010461, 1.124364, 0.112599, 0.040373, -0.373316, 0.459938, -0.066884, -0.231842, 0.998216, 0.110913, -0.254111, 1.04795, -0.042572, -0.451488, 0.551511, -0.600391, -8.65448, 1.588366, 0.043042, -0.15688, 1.145383, 1.225061, -2.274197, -0.187582, 1.762873, -10.301041, 5.355935, 0.062839, -0.233301, 0.393734, -0.071189, -0.226241, 0.973127, 0.100976, -0.192216, 0.973293, -0.079163, -0.280137, 0.42253
0.809139, -0.025906, 0.009382, 0.171766, 0.607734, 0.02554, 0.032163, -0.5497, 0.58534, -0.073572, -0.222349, 0.985064, 0.145122, -0.286356, 0.996372, -0.024675, -0.647799, 0.73244, 0.483622, -8.274992, 13.480469, -0.787746, 1.570436, -2.977564, 1.741275, 0.26226, -5.495894, -0.176093, -8.087787, 13.140535, 0.065469, -0.41256, 0.431835, -0.068426, -0.229909, 1.002834, 0.103784, -0.247185, 1.065457, -0.023651, -0.506322, 0.545492
0.923619, -0.040279, -0.142711, 0.320676, 0.234109, -0.086341, 0.034288, -0.549933, 0.631782, -0.096309, -0.169917, 0.891141, 0.17172, -0.252013, 0.859048, -0.031842, -0.634713, 0.764501, -0.499059, 3.60027, -0.726422, -1.1877, 3.330894, -5.780724, 1.361859, 2.74194, -7.579448, -0.22556, 2.442214, 0.119991, 0.028311, -0.494478, 0.519555, -0.073541, -0.214864, 0.968496, 0.137132, -0.269993, 0.989783, -0.028383, -0.594954, 0.667049
1.012691, -0.037984, -0.171688, 0.094983, -0.379425, -0.127844, 0.033405, -0.496478, 0.626199, -0.119301, -0.089723, 0.769162, 0.197977, -0.177726, 0.709616, -0.035064, -0.583612, 0.75518, 0.044669, 2.402813, 0.190332, -1.195989, 4.631087, -6.183719, 1.149659, 4.604479, -7.228773, -0.097116, 3.132485, -0.97029, 0.037072, -0.560716, 0.629995, -0.094162, -0.159829, 0.885318, 0.164629, -0.245967, 0.867276, -0.032418, -0.645175, 0.768324
1.049115, -0.034193, -0.187675, 0.008288, -0.774412, -0.142406, 0.0351, -0.447981, 0.638805, -0.141768, 0.01112, 0.65022, 0.218405, -0.070885, 0.57108, -0.037647, -0.510853, 0.728454, 0.103123, 2.440513, 1.006272, -0.998449, 5.282475, -5.634326, 0.929366, 5.862386, -6.606429, -0.125784, 4.042104, -1.53154, 0.032992, -0.498656, 0.62484, -0.115598, -0.08206, 0.76877, 0.192608, -0.170002, 0.714431, -0.035306, -0.590841, 0.762325
1.073836, -0.034318, -0.175388, -0.016348, -0.928443, -0.138393, 0.038022, -0.400265, 0.664603, -0.157736, 0.116352, 0.548231, 0.233302, 0.049765, 0.450839, -0.039383, -0.426706, 0.698552, 0.155319, 2.296425, 1.525693, -0.58751, 5.11154, -4.550078, 0.55281, 5.989189, -5.379094, -0.092085, 4.277035, -1.406175, 0.034578, -0.450449, 0.636792, -0.13819, 0.013852, 0.652279, 0.214724, -0.068005, 0.574919, -0.03764, -0.520572, 0.737831
1.093587, -0.034583, -0.136587, -0.015438, -0.875057, -0.101595, 0.040573, -0.357171, 0.699037, -0.163743, 0.208717, 0.471174, 0.23855, 0.159029, 0.361446, -0.041163, -0.343763, 0.675882, 0.098445, 2.013519, 1.888646, -0.013806, 4.019564, -3.183017, -0.01266, 4.763856, -3.560259, -0.098902, 3.976088, -0.834588, 0.037154, -0.402658, 0.662319, -0.155856, 0.112065, 0.551048, 0.231926, 0.045069, 0.454696, -0.039383, -0.437419, 0.708353
1.116477, -0.035578, -0.070387, -0.022258, -0.649476, -0.043391, 0.042787, -0.320398, 0.738884, -0.156731, 0.268453, 0.423707, 0.230539, 0.228281, 0.314312, -0.042278, -0.272198, 0.668915, 0.086276, 1.673928, 2.113988, 0.690805, 1.906811, -1.622096, -0.750066, 2.084167, -1.209642, -0.022929, 3.17069, 0.134136, 0.039627, -0.359022, 0.696767, -0.1646, 0.195423, 0.473877, 0.239764, 0.145398, 0.365734, -0.041164, -0.353517, 0.684441
1.139454, -0.035308, 0.010698, -0.026513, -0.322587, 0.017044, 0.044293, -0.291022, 0.782745, -0.137718, 0.27991, 0.403731, 0.209148, 0.235514, 0.312198, -0.041651, -0.220476, 0.683673, 0.072101, 1.281298, 2.27265, 1.155757, -0.665788, -0.506505, -1.30349, -1.230751, 0.820601, 0.080177, 2.042495, 1.296048, 0.041755, -0.321457, 0.736832, -0.161947, 0.24595, 0.42326, 0.234536, 0.205943, 0.316837, -0.042587, -0.279126, 0.674618
1.149518, -0.032188, 0.089289, -0.031225, 0.034102, 0.048007, 0.045511, -0.269819, 0.829194, -0.112803, 0.240669, 0.398956, 0.180413, 0.178385, 0.342531, -0.03948, -0.192472, 0.721615, 0.066946, 0.872833, 2.362166, 1.314671, -3.109211, -0.064729, -1.530876, -4.26877, 2.05883, 0.140128, 0.820228, 2.44458, 0.043458, -0.291087, 0.780976, -0.146109, 0.254488, 0.39799, 0.215555, 0.211722, 0.309339, -0.042391, -0.223235, 0.685539
1.139256, -0.026247, 0.151453, -0.025516, 0.396489, 0.029737, 0.046749, -0.256543, 0.876183, -0.08596, 0.15561, 0.397079, 0.148579, 0.065612, 0.38998, -0.036798, -0.188753, 0.781661, 0.051849, 0.495603, 2.317805, 1.376995, -5.258844, -0.171556, -1.68119, -6.826523, 2.597107, 0.124123, -0.391719, 3.511262, 0.044862, -0.268899, 0.828034, -0.121228, 0.2157, 0.389094, 0.186552, 0.15621, 0.334017, -0.040407, -0.190718, 0.719624
1.105215, -0.016459, 0.191634, 0.050153, 0.786049, -0.037736, 0.047122, -0.249772, 0.919951, -0.058824, 0.030266, 0.387257, 0.111043, -0.096207, 0.444227, -0.035627, -0.209517, 0.862804, -0.020438, 0.216124, 2.012079, 1.357292, -7.190948, -0.812467, -2.141411, -9.277347, 2.862303, -0.02553, -1.638597, 4.562833, 0.04639, -0.254792, 0.876121, -0.094086, 0.131595, 0.383052, 0.15153, 0.043476, 0.376244, -0.03753, -0.18271, 0.776229
1.038818, 0.000681, 0.212188, 0.233487, 1.248586, -0.171337, 0.044789, -0.247362, 0.953801, -0.032024, -0.135328, 0.361532, 0.05899, -0.311932, 0.509914, -0.039441, -0.256757, 0.966123, -0.211702, 0.063452, 1.330244, 1.366067, -9.389766, -1.634439, -3.081229, -12.23448, 3.861744, -0.371741, -3.040082, 5.748377, 0.0474, -0.247578, 0.921916, -0.067152, 0.004532, 0.369421, 0.109603, -0.122401, 0.426752, -0.03555, -0.199286, 0.854168
0.937464, 0.023066, 0.133128, 0.016243, 1.217789, -0.310047, 0.039481, -0.244946, 0.969084, -0.002497, -0.356084, 0.33766, -0.00814, -0.578063, 0.610477, -0.058202, -0.311844, 1.041129, 0.448442, 0.607793, -0.673749, 1.843295, -12.069358, 2.149273, -2.401518, -12.800109, 7.373422, -1.574112, -0.335591, -3.098994, 0.046325, -0.245217, 0.959249, -0.045527, -0.172893, 0.338717, 0.046358, -0.363476, 0.495797, -0.037469, -0.241965, 0.953948
0.962014, 0.009609, -0.071097, 0.188478, 0.431325, -0.002749, 0.055761, -0.208501, 0.905882, -0.000135, -0.57678, 0.54018, -0.025853, -0.774714, 0.814321, -0.090251, -0.28656, 0.932143, 0.968923, 2.824679, -4.671435, -1.87561, -9.113822, 13.965058, 0.294224, -2.474977, 0.191437, -1.400924, 2.667856, -7.062287, 0.042357, -0.242393, 0.944952, -0.011081, -0.281629, 0.335365, 0.006848, -0.502647, 0.58288, -0.057375, -0.304322, 1.025062
1.102575, 0.037793, -0.202947, -0.582759, 0.32011, 0.101494, 0.086524, -0.13614, 0.785901, -0.017293, -0.605216, 0.620879, -0.01932, -0.719077, 0.810626, -0.1092, -0.215722, 0.773939, 1.696118, 4.248827, -6.785664, 1.179455, 4.814764, -1.238379, 0.604759, 2.581998, -0.255569, -0.950365, 4.348796, -8.503852, 0.055461, -0.197637, 0.891993, 0.008298, -0.511496, 0.463838, -0.026544, -0.730909, 0.76988, -0.088347, -0.276184, 0.9267
1.201251, 0.028651, -0.207629, -0.261079, -0.428781, 0.157874, 0.116563, -0.04008, 0.655413, -0.011942, -0.531666, 0.607303, -0.013504, -0.659162, 0.79498, -0.12995, -0.113065, 0.613525, 1.448362, 5.295352, -6.236179, 0.084868, 2.873825, -0.065645, 0.255957, 3.754968, -1.347689, -0.953485, 5.815371, -7.558503, 0.082233, -0.126184, 0.784206, -0.023705, -0.617851, 0.618379, -0.021353, -0.730357, 0.817247, -0.107877, -0.216051, 0.783437
1.224243, 0.02202, -0.199716, -0.0975, -0.861996, 0.161305, 0.140101, 0.069195, 0.542102, -0.012434, -0.47212, 0.617585, -0.009756, -0.57457, 0.762009, -0.148527, 0.012063, 0.47116, 0.910408, 5.474451, -5.133761, -0.108606, 2.994824, 0.975986, 0.128696, 4.58464, -1.776585, -0.866322, 6.495796, -6.706741, 0.108158, -0.031312, 0.657062, -0.012369, -0.536327, 0.60408, -0.014028, -0.673536, 0.808872, -0.127284, -0.11356, 0.620454
1.236595, 0.017507, -0.164513, -0.01734, -1.009987, 0.140169, 0.152023, 0.172638, 0.4532, -0.014651, -0.416101, 0.64549, -0.007948, -0.480776, 0.728437, -0.162266, 0.137526, 0.351273, 0.314872, 4.774811, -3.830709, -0.086395, 2.623169, 1.741405, 0.066137, 4.703044, -1.508162, -0.472404, 5.874856, -5.293585, 0.134675, 0.068956, 0.544807, -0.011957, -0.477031, 0.61313, -0.009789, -0.592189, 0.778843, -0.146359, 0.004679, 0.475194
1.250953, 0.017125, -0.105395, 0.032855, -0.930601, 0.099567, 0.150864, 0.25168, 0.39227, -0.017407, -0.367477, 0.68506, -0.007083, -0.390582, 0.705671, -0.164877, 0.235666, 0.265423, -0.40722, 3.051529, -2.310762, -0.108153, 2.220936, 2.222441, 0.003075, 4.244445, -0.737465, 0.210081, 3.800552, -3.295106, 0.1507, 0.160343, 0.456248, -0.013093, -0.419914, 0.640734, -0.007378, -0.498794, 0.744942, -0.162314, 0.119846, 0.354745
1.267746, 0.016569, -0.023483, 0.044836, -0.671475, 0.033575, 0.136477, 0.286796, 0.361132, -0.01952, -0.327833, 0.732607, -0.007365, -0.315405, 0.702573, -0.152371, 0.278376, 0.22386, -0.983892, 0.493032, -0.880904, -0.099233, 1.761865, 2.535409, -0.044985, 3.288859, 0.405271, 0.958298, 0.508939, -0.960042, 0.156726, 0.225066, 0.393145, -0.015406, -0.370005, 0.680449, -0.006121, -0.405907, 0.718955, -0.169241, 0.20577, 0.269194
1.277612, 0.015101, 0.063683, 0.055228, -0.323666, -0.018272, 0.113245, 0.268166, 0.353472, -0.021087, -0.297909, 0.785505, -0.008875, -0.262633, 0.724038, -0.127489, 0.251924, 0.225328, -1.317493, -2.232621, 0.06494, -0.08475, 1.263888, 2.74926, -0.105796, 2.05595, 1.674603, 1.446319, -2.959826, 0.974959, 0.148102, 0.248685, 0.35755, -0.017599, -0.328772, 0.728368, -0.006003, -0.325074, 0.710136, -0.160589, 0.240394, 0.22551
1.272954, 0.01457, 0.14015, 0.067599, 0.04927, -0.015827, 0.086046, 0.198256, 0.357653, -0.023031, -0.277678, 0.841402, -0.011037, -0.234918, 0.770429, -0.096453, 0.161185, 0.257794, -1.418557, -4.640497, 0.380335, -0.091244, 0.779783, 2.842841, -0.107007, 0.766941, 2.883602, 1.637906, -5.912305, 2.203163, 0.128245, 0.228338, 0.342745, -0.019466, -0.297125, 0.781885, -0.007272, -0.265198, 0.724924, -0.138296, 0.215397, 0.220062
1.244085, 0.010475, 0.196214, 0.025422, 0.440811, 0.032256, 0.058293, 0.084214, 0.360275, -0.024514, -0.266499, 0.897246, -0.012269, -0.233296, 0.840217, -0.061233, 0.016338, 0.308302, -1.435502, -6.748606, 0.098642, -0.055093, 0.371992, 2.719706, -0.002447, -0.549212, 4.043438, 1.922668, -8.463007, 2.938426, 0.100872, 0.15944, 0.340188, -0.021745, -0.275239, 0.838889, -0.009654, -0.23034, 0.765076, -0.10457, 0.126556, 0.245708
1.187592, 0.002219, 0.230337, -0.111279, 0.882643, 0.124514, 0.03028, -0.071633, 0.354656, -0.024278, -0.262253, 0.947581, -0.009772, -0.258832, 0.933445, -0.017647, -0.179021, 0.373802, -1.449142, -8.852449, -0.430897, 0.073462, 0.0904, 2.26305, 0.259399, -1.969252, 5.252847, 2.479865, -11.027608, 3.776397, 0.072109, 0.045501, 0.337887, -0.024033, -0.262801, 0.896938, -0.011884, -0.22177, 0.829299, -0.064562, -0.019398, 0.290756
